Scene Description,Type,Content,Sentiment Score
RICHIE,Character,You still afraid of a little grey water? ,-0.2791666666666667
EDDIE,Character,You still wear diapers at night? Eddie grabs Richie's hand and they jump into the waterfall together. They are swept up up up into... 121. ,0.0
THE REFLECTING POOL ON THE CEILING - CONTINUOUS,Scene,"Plunging into the pool with the others. For a moment they all flap and kick under water, unsure which way is up, then Bev grabs them both and pulls them to the surface. They're upside down now, the oculus opening to space below them, gravity seeming to work by its own rules in here.. ",0.2222222222222222
WILL,Character,"We all here? Richie looks back where they just ""fell"" from. ",0.0
RICHIE,Character,"Mind equals blown right now. The camera flips around and THE WORLD RIGHTS ITSELF, the oculus now above. The pool, which seemed small before, is now enormous -- like a dark, brooding lake -- the crypt island very far from them. ",0.002619047619047618
MIKE,Character,This is nothing like what it looked like from below. ,0.0
EDDIE,Character,It's in our head. All the stuff we see. It's like the allergies my mom said I had. We make it real. ,0.2
STAN,Character,We do.   Or IT? ,0.0
WILL,Character,"Guys, the island.    Let's swim. They splash toward the crypt island. Ben is the first to feel something brush past his leg. A replay of the quarry. ",0.0
BEN,Character,"Not funny, Richie. He looks back and sees no one.   Richie is a couple of lengths to his left. ",-0.041666666666666664
RICHIE,Character,What? Ben suddenly realizes.   Bev also feels something on her foot. ,0.0
BEVERLY,Character,The water. There's something in the water with us. 122. Suddenly a WORMY TENTACLE extends from the water behind Mike. Will sees it and whacks it away with his baseball bat. ,-0.2
WILL,Character,"Hurry! The kids hustle it freestyle across the pool for the island. WE PULL BACK WIDE TO SEE a monstrously big, faintly outlined starfish-like creature with an orange glowing eye, lurking in the depths of the reflecting pool. Will, then Bev, then Richie dodge a tentacle and all get to the island. Stan is not far behind, with Mike, Eddie and Ben taking the rear, swatting back more tentacles. From under Stan the ORANGE EYE APPEARS, the dark water around him suddenly aglow. He looks down into it and it becomes clear the eye is really a mouth, and the orange is coming from deep inside its bowels -- THE DEADLIGHTS. Stan looks directly into them and is mesmerized, so much so that he stops swimming. ",-0.015972222222222224
WILL (CONT'D),Scene,"Stan what are you doing! Paralyzed, Stan starts to sink toward the deadlights when Mike, shielding his eyes, grabs Stan and swims him back to the surface. All the kids give cover with their weapons -- shooting flares, swinging the sledgehammer, impaling with the stake, using the hubcap as a shield -- so that Mike, helped by Ben and Eddie, can drag Stan onto the island. ",-0.05
EDDIE                             BEVERLY,Character,"Stan? Stan, are you okay?       Stan! He stares blankly ahead, as if his mind was wiped blank. ",0.20833333333333334
WILL (CONT'D),Scene,"Stan, it's us. You in there buddy? Another tentacle squirms out of the water toward them. Ben shoots it with a crossbow. It goes slithering back in. ",0.0
BEN,Character,Guys. I don't think this is the best place to hang out right now. ,0.6428571428571428
EDDIE,Character,"Stanley, snap out of it. 123. Stan blinks conscious.   He looks at them all. ",0.1
STAN,Character,Where am I? ,0.0
RICHIE,Character,The worst and only bar mitzvah party you will ever have. They help Stan to his feet. Mike looks back over his shoulder for the monster. ,-0.3333333333333333
MIKE,Character,"Guys, the water thing.    IT's gone. Indeed, the reflecting pool is placid as ice. Will looks back to the crypt, an obsidian stone heptagon- shaped structure the size of one of Mike's killing pens. ",-0.15
WILL,Character,Maybe. Or just changing into something else. ,0.0
EDDIE,Character,What do you mean? ,-0.3125
WILL,Character,It's using our fears against us. It wants us to be afraid. ,-0.19999999999999998
EDDIE,Character,Because we'll taste better. ,0.5
RICHIE,Character,"And that's supposed to rally us, Will? ",0.0
WILL,Character,"We have to stick together, to help each other against that kind of fear you only have when you're alone. Alright? They all nod and follow Will onto the structure, starry deep space through the oculus visible over their shoulders. They come to a child-sized TRAP DOOR with an ancient, cosmic marking. The only way in or out. ",0.095
WILL PUTS HIS HAND ON THE LATCH,Scene,,0.0
WILL (CONT'D),Scene,"Ready? 124. The kids steal themselves, weapons ready. Mike hammers a clip into the stone and ties a rope to it. Nods all around. ",0.2
WILL TURNS THE LATCH,Scene,The door creaks open. Nothing but pure blackness inside. Mike throws down the rope. Will looks at Bev. ,0.019576719576719564
WILL (CONT'D),Scene,"My turn. Will takes a breath, drops in... ",0.0
IT'S CRYPT - DAY,Scene,"Will shimmies down about 5 feet of rope and lights a car flare, illuminating the chamber in a blood red pall. The walls inside are rough, like the surface of a meteor. Directly under the trapdoor is a fountain like hole in the floor open to the reflecting pool. Floating on the water is ",-0.031111111111111117
GEORGIE'S PAPER BOAT,Scene,"Pennywise emerges from the shadows behind Will, clinging to the wall, joints all turned and wrong, like a spider. ",-0.45
PENNYWISE,Character,"Welcome to the circus, Willy. ",0.8
SLAM!,Scene,"The trapdoor slams shut and slices the rope. Will falls to the floor, flare falling into the water. It dims but doesn't go out. It's near PITCH BLACK. Just Will and Pennywise. He can hear his friends banging on the door, calling for him but can't see anything. There's scuffling all around him. Close. Will dives into the water for the flare. Rises. Sweeps it around. ",-0.033333333333333326
NOTHING.,Scene,,0.0
WILL,Character,"I'm not afraid of you, clown. ",0.3
PENNYWISE,Character,"Your brother wasn't afraid either. A PAIR OF ORANGE EYES GLOW ABOVE HIM, IN THE DARK.   Will can't see him. 125. ",-0.25
PENNYWISE (CONT'D),Scene,Not until I chewed his little muscles up. Will turns just in time for the eyes to recede into the black. The pounding on the trap door has stopped. ,-0.17708333333333331
WILL,Character,Guys? ,0.0
PENNYWISE LUNGES FROM THE CEILING,Scene,,0.0
WILL (CONT'D),Scene,"Ahhhh! Will drops his bag of flares and scrambles off, tripping over the hole in the floor, leg sloshing in the pool. Glimpses of Pennywise scuffling in the dark like a spider. Will finds a corner, the flare running out of spark. He waves it this way and that, illuminating the dark in front of him. Swinging his baseball bat wildly at shadows. ",-0.06666666666666667
WILL (CONT'D),Scene,"Come out from the dark then. Come out from behind that stupid mask and show me what you really are. C'mon! Will looks at the last light of his flare, waiting for the end. He looks the bat in his clutch only to see it's morphed into... ",-0.1
A BOY'S SEVERED ARM,Scene,He throws it away into the darkness.   The flare goes out. ,0.0
PITCH BLACK,Character,,0.0
PENNYWISE,Character,"Ooooh I'd love to, Will. I'd just love to show you my deadlights. Only you wouldn't understand. And I need you to, Willy, I really really need you to understand what's going to happen to you. What it means for a little kiddie like you... to float. A light seems to emanate from the pool underneath them, illuminating the space, illuminating... ",0.2354166666666667
"PENNYWISE, STANDING IN THE CORNER",Scene,"126. Will sees all of ""IT"" now. From his bare crusty feet to his bald head. His claw-like hands and his emaciated acrobat- like body. He floats just a few inches over the stone floor. Will's eyes fall to the baseball bat half-way between them. He lunges for it, Pennywise knocking it away. The clown seizes his neck, smiles hungrily, bares his twisted fangs. ",-0.21666666666666667
WILL,Character,"I'm sorry, Georgie. Pennywise goes for a bite and... ",-0.5
THWACK,Character,"An arrow shoots through it's face. The injured clown recoils away. Bev flops out from the reflecting pool, followed by Ben, Richie, Stan, Eddie, and Mike. ",0.0
BEVERLY,Character,"Break into our homes, we break into yours. Pennywise pulls the arrow from his bloody mouth. ",-0.8
BEN,Character,Charge! ,0.0
THE LOSERS ATTACK PENNYWISE WITH EVERYTHING THEY GOT,Scene,"Mike with crow bar, Stan with chainsaw, Ben with a hub cap shield and sledgehammer, Richie with his hockey stick stake, Eddie with a nail gun. Will grabs his bat and joins them. Pennywise tries to fend off this ""Lord of the Flies"" rebellion, becoming bigger, fiercer, more grotesque, but the kids are too much. Just when they have ""IT"" bleeding and backed into a corner for the death blow... ",0.08333333333333333
PENNYWISE,Character,Wait! Will grabs Ben's sledgehammer. The creature that looks up at them isn't Pennywise but... GEORGIE ,0.0
PENNYWISE/GEORGIE,Character,"Please, Willy. Please don't hurt me. ",0.0
WILL,Character,You're not Georgie. 127. ,0.0
PENNYWISE/GEORGIE,Character,"I am. I'm in here, Willy. We all are. This is the place we float. ",0.0
BEVERLY,Character,"Will, it's a trick. ",0.0
PENNYWISE/GEORGIE,Character,It's not your fault Willy. Not you're fault I'm stuck here. But you're hurting us all. ,0.0
MIKE,Character,"It's trying to get to you, Will. Kill it. Kill it now. ",0.0
WILL,Character,No!   I have to think. ,0.0
PENNYWISE/GEORGIE,Character,Mom and dad they should know. They should know it's not your fault. I'll tell `em. I'll tell `em as long as you don't hurt us anymore. Will is confused. This is the one thing he wanted to hear. Beverly hands him his satchel with the car flares. ,-0.225
BEVERLY,Character,"Finish him, Will. For all of us. For Georgie. Will looks to the scared little boy on the ground. ",-0.1875
RICHIE,Character,I'm taking this fucker out. ,0.0
WILL,Character,No. Will grabs his stake away. He turns to Georgie.   Kneels down. Takes his wet little head in his hands. ,-0.1476851851851852
WILL (CONT'D),Scene,I'm sorry. I'm sorry I didn't go out there with you. I'm sorry I was sick. ,-0.5535714285714286
GEORGIE,Character,"It's okay, Willy. I know. Everything'll be okay. ",0.5
WILL DOES THE CALL BACK AND SOMETHING IN THE WAY GEORGIE,Scene,,0.0
RESPONDS SNAPS WILL OUT OF HIS STUPOR. GEORGIE'S GONE,Scene,128. ,0.0
WILL,Character,Hairspray. Bev sprays it through his lit flare.   Torching Georgie. ,0.0
GEORGIE,Character,"No!   No Willy! Please! GEORGIE REVERTS BACK TO PENNYWISE, screaming horribly and lunging at the kids one last time. IT finally gives up, slumping to the floor dead, a black charred clownish corpse. Richie touches the remains and they deflates, almost as if a balloon. The trapdoor above them blows away, as if it were sucked off by a cyclone, out of the oculus, and into what looks like the stars of outer space. ",-0.19523809523809524
EDDIE,Character,"Did we kill it? Will isn't sure, he looks at the rest of them. ",0.5
MIKE,Character,"You did it, Will. Bev hugs him.   Ben watches, enviously. ",0.0
RICHIE,Character,"It's miller ti-- Suddenly the GRAVITY SPELL WEARS OFF and the kids all fall to the ceiling of the stone crypt. Bev almost falls out into space, caught by Ben just in time. The water from the waterfalls and from the reflecting pool all collapse back toward the floor, along with some of the stones in the crypt around them, which begins to crumble. At first the losers hang on, afraid to fall, but eventually they lose grip and fall toward the oculus, which has begun to fill up with the water from the falls and reflecting pool. They all plunge safely into the new pool below, Will's foot kicking out the bottom of it into outer space before being pulled back by Stan. ",0.010795454545454539
WILL,Character,We've got to get out of here. 129. ,0.0
DERRY SEWERS - DAY,Scene,"The losers hurry their way out of the sewers, storm water quickly rising around them. Will leads the way with a car flare. They come to another dead-end grate. ",0.06666666666666665
RICHIE,Character,Shit! ,-0.25
WILL,Character,We'll get out. C'mon. ,0.0
ANOTHER PIPE - LATER,Scene,"They continue to look for a way out, the water now up to their chests. The losers look cold, lost, and in despair. ",-0.4
STAN,Character,We're going to drown down here aren't we? ,-0.15555555555555559
EDDIE                           MIKE,Character,I'm so cold.                      All this water. It's still going to win. ,0.10000000000000003
WILL,Character,No. I don't know-- ,0.0
BEN,Character,We're dead. So dead. ,-0.2
BEVERLY,Character,"Guys, stop it. Focus. Everyone turns to Bev. Their muse. Their light. ",0.4
SHE TAKES EDDIE'S FACE IN HER HANDS,Scene,,0.0
SHE TAKES STAN'S FACE IN HER HANDS,Scene,,0.0
SHE TAKES RICHIE'S FACE IN HER HANDS,Scene,,0.0
SHE TAKES MIKE'S FACE IN HER HANDS,Scene,,0.0
SHE TAKES BEN'S FACE IN HER HANDS,Scene,SHE TAKES Will'S FACE IN HER HANDS 130. ,0.0
PENOBSCOT RIVER - DAY,Scene,"One by one the kids shoot out of a STORM PIPE into the PENOBSCOT RIVER, just like Georgie's paper boat. They pop up like tops, blinking owlishly against the daylight. The sky is blue.   The storm has passed. ",0.0
RIVERBANK - DUSK,Scene,"Will, Bev, Mike, Ben, Richie, Eddie and Stan slump soaked, shivering, and exhausted on the embankment. Derry is in full view across the river, a red ball setting behind it. They gather themselves on the bank, breathing hard as the adrenaline of survival courses through their veins. ",-0.14833333333333334
RICHIE,Character,Now can we celebrate? ,0.0
BEVERLY,Character,"Will? Stan sees an OBJECT GLITTER in the sunlight. He picks it up, face sober and thoughtful -- an old GLASS COKE BOTTLE. He takes it by the neck, shatters it against a rock, and ",0.19999999999999998
"LOOKS TO WILL, NODDING",Scene,"Will knows exactly what this means. He steps up to Stan, who SLASHES Will'S PALM with the shard. One by one the others approach, Stan slashing everyone's palms, does his own last. ",0.2833333333333333
WILL,Character,"Swear, guys. Swear if IT isn't dead, if it ever returns, we'll come back and fight it together. They all clasp hands and lock eyes. A BLOOD OATH IS SWORN. ",-0.1
TRAVIS BOWERS HOUSE - DUSK,Scene,"Travis, hair now SHOCK WHITE, expression blank and broken, sits in his chair in front of white fuzz of the TV. His father's corpse is still on the floor, blood matted everywhere. POUNDING ON THE FRONT DOOR. 131. ",-0.1
TRAVIS BOWERS HOUSE - NIGHT,Scene,"Chief Borton and other Derry cops frog march Travis out of the house in cuffs through a scene of POLICE, NEWS REPORTERS, and a CORONER CARTING OUT A BODY BAG. ",-0.125
HOSPITAL CORRIDOR - NIGHT,Scene,"Mike races past nurses and doctors, a swell of optimism building with every stride. He turns the corner into... ",-0.25
HOSPITAL ROOM - NIGHT,Scene,"Leroy's bed is empty. His mom is packing up his dad's things. She looks up, tears in her eyes. Mike is devastated. ",-0.1
MIKE,Character,But we beat It.    We beat the cancer. ,0.0
MIKE'S MOM,Scene,What are you talking about? ,0.0
MIKE,Character,Derry.   The clown.    It. Mike's mom takes him into her arms. ,0.0
MIKE'S MOM,Scene,"He's in a better place, Mikey. I know it's hard to believe. But you have to. Remember what your father always said... ",0.10416666666666666
HANLON FARM - DAY (FLASHBACK),Scene,"Leroy shows Mike a baby lamb, freshly born from its mother's womb. ",0.3
LEROY,Character,"See son, everything has a cycle. Just when you think the world couldn't get any colder, something good always grows. ",0.7
HOSPITAL ROOM - NIGHT,Scene,"Mike holds his mother tight, remembering, tears rolling down his cheeks. A PIANO BEGINS TO PLAY... 132. ",-0.16706349206349208
WILL'S HOUSE - NIGHT,Scene,"Fur Elise. Will recognizes it as he comes up the front walk. It comes from INSIDE HIS HOUSE. He races inside, hopeful, past a box of Georgie's toys left out on the sidewalk. : ",-0.125
TITLE CARD:,Character,,0.0
SEPTEMBER,Character,,0.0
WILL'S HOUSE - DAY,Scene,Zach and Sharon Denbrough pack the last of the camping gear on top of the family Wagoneer. ,0.25
ZACH,Character,"Load up! Will stands at the curb with his gang -- Richie, Ben, Bev, Eddie, Stan, and Mike. They hand him a present. ",0.0
BEVERLY,Character,We all pitched in. ,0.0
EDDIE,Character,Well Richie mostly. ,0.5
RICHIE,Character,I had to mow like five hundred lawns. Stan smoked the clippings. ,0.0
STAN                            BEN,Character,What does that even mean?       You gonna open it? Will does. Inside is a VINTAGE PENTAX CAMERA. ,-0.15625
MIKE,Character,We hear Arcadia's pretty amazing this time of year. ,0.42500000000000004
BEVERLY,Character,Take some pictures for us. ,0.0
WILL,Character,Thanks. 133. They have a group hug. ,0.2
SHARON,Character,Willy c'mon! ,0.0
WILL'S WAGONEER - MOVING - DAY,Scene,"They pull out of the driveway, camera on Will's lap. Zach and Sharon smile back affectionately from the front seat. Will turns to see his friends wave bon voyage with their SCARRED HANDS. A reminder of an oath to be kept. ",0.15
WITCHAM & JACKSON STREET/SKY OVER IT - DAY,Scene,"As Will drives off we RISE UP UP UP over the intersection Georgie was killed, HIGH OVER DERRY, until we come to... A floating RED BALLOON It POPS! ",-0.013333333333333336
